Timestamp,RPM,GPS_Speed,Accel_X,Accel_Y,Accel_Z
2024-01-01 12:06:25,2974.135577,43.21761669,37361694032,2.758491825,9.838082642
2024-01-01 13:36:24,3101.897721,4.164591391,-0.03677077863,3.087881747,9.934272186
2024-01-01 13:38:35,3177.79784,47.42248169,-0.1691346209,2.110747346,9.826516392
2024-01-01 16:58:07,3076.118068,39.11582179,-0.002819793181,2.122932375,9.735100148
2024-01-01 17:52:03,3103.368652,434417593.4,-0.01252964442,2.539210144,9.888360679
2024-01-01 18:47:41,3229.665752,56.96551386,0.04824804968,175.6190229,9.663380166
2024-01-01 19:37:20,3267.28911,55.24379523,0.01690102914,-5.0744E+15,13597.55061
2024-01-01 21:10:18,3193.434967,47.59150446,0.1595989099,2.375885688,9.833584726
2024-01-02 1:36:33,3229.781861,53.2039743,0.1847017232,2.608345013,9.851639667
2024-01-02 4:42:35,54.23257111,47.18526386,-0.2101246644,-6904619242,9.675494878
2024-01-02 8:25:39,3245.801627,40.16766647,0.1737545001,2.141078384,9.761718252
2024-01-02 8:47:13,3298.095902,44.84910859,-0.2372672854,2.017236547,9.739391617
2024-01-02 9:00:34,3324.740839,28225827589,0.1175711776,2.538678557,9.751332368
2024-01-02 16:05:56,3367.384771,3.690731422,0.1239477569,2.489765199,9.894359778
2024-01-03 2:51:02,3434.766958,50.30458448,-0.3822633783,2.631020252,1001442.53
2024-01-03 6:56:15,3478.830685,50.68326929,0.01859584931,2.181169981,9.798087782
2024-01-03 14:34:41,3575.148348,376458.9137,-0.09369922267,3.435822592,9.745403807
2024-01-03 19:59:21,3478.086093,60.30108597,-0.1517530516,2.483909957,9.665035033
2024-01-04 3:30:36,3607.469979,65.20595085,21659378050,3.086863505,9.942018494
2024-01-04 8:13:10,3577.666602,1552602.282,-0.1307358281,2.566086088,9.85921139
2024-01-04 16:26:48,3615.859728,55.71601837,-0.1612753858,2.594933805,-15
2024-01-04 17:41:58,3681.888041,47.64510787,0.015138988,2.212737251,9.87195995
2024-01-04 18:55:59,3621.665037,61.70964769,2055.725421,3.646804729,9.792977638
2024-01-05 11:45:52,3726.408293,50.05722663,-0.0283297172,2.247596105,9.77128905
2024-01-05 12:31:59,3744.922396,57.25771375,0.2332741091,3.595252204,9.843521153
