,RPM,GPS_Speed,Accel_X,Accel_Y,Accel_Z
0,0.6685313839552751,0.224338582278514,0.9812668905266463,0.9268319864427053,0.12125710165386949
1,0.21203851694812959,0.8401057682600191,0.4479144372432896,0.765001941447712,0.14643465354412877
2,0.8294128275621384,0.8590127177538347,0.17297771618608515,0.7854981605653811,0.5406063825484376
3,0.32025500661049255,0.7220681463100598,0.19687367307402148,0.31647844098683,0.6582113837710003
4,0.9556095226848784,0.9250498213386518,0.4067307013256891,0.03690064082599276,0.020560073464697792
5,0.3945224742427955,0.9058088353758256,0.25717996112015784,0.9876999696602947,0.14905877911354692
6,0.4890842435963665,0.46033641431853345,0.36738486350109256,0.5192267388946334,0.8531870604339019
7,0.23497956592381242,0.44806560861095046,0.6302661461815792,0.5968108668991081,0.1967978811700566
8,0.05641787801832232,0.8886219501835342,0.044283907844777204,0.2655333162639565,0.94585045487855
9,0.10826442290012195,0.5498423057504633,0.2910144639668618,0.28377291564125606,0.9046063679901458
10,0.14403478675163806,0.338047212393365,0.14341028630245367,0.14797177140020212,0.2126744249579381
11,0.6449610244926206,0.7816999557540257,0.5507368777172787,0.10250418020456498,0.701358836676382
12,0.482120513321595,0.5027253880177563,0.9694618101559443,0.4675648561140374,0.37891666249651146
13,0.9401582172299233,0.2575633164842639,0.6718926698623852,0.9442272544422409,0.2466094354685494
14,0.5181010409865666,0.8688341363690152,0.9519178513437286,0.21322025981313597,0.9429577095674331
15,0.9511408672112425,0.7142538382826908,0.6713365964647974,0.6151254656675972,0.40748952547303985
16,0.9881128097387794,0.8179637891764558,0.8576670434398613,0.4913081051950423,0.5024530920436947
17,0.06525510805763035,0.6635664776560224,0.2708933971925894,0.06875314663853072,0.2946084852024772
18,0.31241404788596217,0.6999446082684216,0.61540968196985,0.3654140806718833,0.18853633845969053
19,0.5365830587418987,0.36316018418996576,0.5391698532824625,0.4404727429386066,0.9372171091226958
20,0.8305618038287521,0.6864139900742978,0.338201691629076,0.24766903409657415,0.6370849051009889
21,0.5584731830970752,0.33319371668740405,0.630688950027446,0.14253166501949133,0.15485390830272205
22,0.8486121377721092,0.9007066952482389,0.8213913954594613,0.28993958973862033,0.6158486774740873
23,0.6260320681776371,0.24413093323508261,0.8176042739267692,0.5976926714111018,0.6018313909865941
24,0.06666283069025869,0.7014176004876738,0.2561908080907265,0.8305566594040167,0.05222417626232423
25,0.009603222431499803,0.1528485048207835,0.6049661151320107,0.03555788835127249,0.7373055959576725
26,0.5397621820178254,0.19568931289113511,0.27397854504161523,0.5907016221871914,0.8762697352800893
27,0.7074177699350365,0.15269564651749157,0.6023246985250739,0.1068355862543986,0.7569778965793342
28,0.7357411641709676,0.8796859766669153,0.38642324851858834,0.8121446854655169,0.07765304762344016
29,0.9391191495608044,0.4438914754225969,0.17912194392083314,0.4973975415038737,0.33014253677071603
30,0.14689332952312684,0.6512333744914,0.47378754700218184,0.6135166257081636,0.03237007664499292
31,0.2659149303493227,0.2682519294198036,0.8678145260529467,0.05409501961280472,0.13567700504955738
32,0.3807437100672155,0.8988019371451601,0.7623599809905919,0.11692951580524591,0.2140033169650576
33,0.33819640682720487,0.1956802821862167,0.9414497381203545,0.12005291405227225,0.41457535698168924
34,0.7921016976405844,0.6301266024695236,0.022170465563496222,0.3576708172566342,0.22907097193819093
35,0.42911210975883707,0.7443775980294147,0.2788995307723411,0.546150834590911,0.5617489519051396
36,0.971769921761991,0.7896279472140899,0.41321131060537586,0.060500861039499476,0.4880473815232814
37,0.7659521885208915,0.5498523560389253,0.12887447968633914,0.8451146739751436,0.6276125850230377
38,0.6700044772187806,0.12058184952471862,0.6247236823654909,0.8349531211295192,0.5666680210457457
39,0.018933193064881282,0.21651684200234933,0.4762966619098338,0.3183234727638964,0.9231431416920095
40,0.0027986017248219364,0.9319245935934203,0.5310858112419613,0.3981502578363425,0.8759268429354804
41,0.8048191241442033,0.9790574798851978,0.2367689974886843,0.5362763814609862,0.018828256710302305
42,0.06430036114098525,0.6016042087954294,0.719664010060297,0.5528470246186332,0.14822533728799392
43,0.46877828092316975,0.7994261250306212,0.3580803060279105,0.44314957864321447,0.30060964421713043
44,0.14125883786265836,0.017699289244822225,0.23462228320222323,0.8382818163825569,0.7277303431138604
45,0.5128614415226662,0.2883031452171777,0.6493309562246523,0.5190505933636246,0.8696899855974585
46,0.05420008084146455,0.37056779111814664,0.7198954285780744,0.7106204622826551,0.9235489975841104
47,0.9233807918284798,0.2577553714804073,0.21288111209696636,0.7858113629948779,0.38477246553159505
48,0.22030335752633556,0.298728322777697,0.7581666097862446,0.051375969490964124,0.16803224968439123
49,0.02430698077817528,0.3713992037772291,0.5103246119623422,0.8827847290153309,0.21874791991428277
50,0.6639974011371192,0.9380493723143105,0.3616891707778159,0.20723377838259538,0.13708291380551207
51,0.8784879982005555,0.5080766188905399,0.02066514679667042,0.5972260643409075,0.8991389231758391
52,0.4722120042227146,0.6987439379055723,0.12274009295973831,0.9883802357208045,0.6705096280886252
53,0.06272233924259651,0.9308624870547247,0.4363375532276522,0.7965431500468462,0.8225786845766383
54,0.11219625048438164,0.937998849505666,0.5291824651069882,0.04282404287931918,0.14370910142379067
55,0.6710771434951568,0.04768593820891087,0.5174290137859973,0.43360197888391916,0.5483728272212512
56,0.05405032715979996,0.6721307709769225,0.976787691125681,0.05854567571843483,0.9440320492915768
57,0.9049599234436437,0.48269986739386705,0.008708045845509327,0.8333042058676515,0.8010428609522561
58,0.3518775409929469,0.24076142633079223,0.5363151779781671,0.5690294788089542,0.5385310352166773
59,0.2773505591866572,0.3628378103826768,0.4826025508840266,0.051961480131768156,0.7496105865562968
60,0.6025165552954913,0.10913150512112824,0.7011068447694003,0.2974391633873972,0.2947281621342619
61,0.5385795488539619,0.6526030157189667,0.7973873306902626,0.5608472526757543,0.40991926088808384
62,0.13854942304358553,0.8203560499823119,0.8555293019265998,0.7246147790195472,0.27346544199308176
63,0.7123634361660364,0.6395778407394447,0.657142524131587,0.9800448693947007,0.5898546721738236
64,0.02672755603956911,0.2847774177186865,0.2529669441624476,0.5718080566483182,0.03923086208801674
65,0.019837565667268908,0.10985250121915557,0.8697891061969164,0.8572119235771117,0.32291742426823045
66,0.29126414224237185,0.28928662742829714,0.28627518885928416,0.4205023072119515,0.5160827913637384
67,0.6209145076428667,0.7624299773391692,0.13772853010225505,0.2646895461992794,0.1088803865480037
68,0.2244253020460023,0.29342516566952137,0.5180439449535141,0.7409619516666297,0.9383888691860994
69,0.3506680574489862,0.8653751133962977,0.2744339962168848,0.7881980742201549,0.1786751397479539
70,0.8933816323782194,0.7061840959461477,0.7705008791142414,0.10094667094667098,0.5540914964147885
71,0.33108786018883807,0.07208020870791543,0.2689854060631487,0.5418528063596374,0.4624515035311556
72,0.6234823174694349,0.20115810470996076,0.06698899612169396,0.661514558270281,0.6080820091395029
73,0.10867171867312586,0.5045749208663795,0.8615526070095757,0.43881379747871907,0.6993844412691599
74,0.07927072010415037,0.9025099509746696,0.5580428995032597,0.818892205346689,0.2449382613694593
75,0.13496004435381115,0.0056075477047945466,0.8994294744762646,0.56272986106368,0.7395050068401307
76,0.8922273337622069,0.9705736009395222,0.5109172467657236,0.8052035253549378,0.042319176068843944
77,0.13896064632557825,0.6237928582406593,0.4812973056674307,0.6463849353277046,0.15056145926406905
78,0.008194941521774579,0.5094505787143028,0.4459665385162743,0.6408233126929285,0.9773472584560812
79,0.894154916485649,0.0018822578442815319,0.5699628466759715,0.8679241970029232,0.6866123237107468
80,0.0828362258881501,0.842969862430132,0.7456852755404646,0.9102720745606747,0.5793384520941254
81,0.7106990833020759,0.8837037997250796,0.22081229881876452,0.008105037724899566,0.6812814561778384
82,0.1452863957284367,0.5675527631906537,0.6567991949010726,0.9898343177823358,0.17528974827476262
83,0.12358309662326561,0.1577732264327366,0.04343992310739908,0.4653894792146781,0.8095367069251765
84,0.2553995434554026,0.7051141432207898,0.07544930421140283,0.1468908308499557,0.48934091911983413
85,0.021923659929652506,0.6935750348206888,0.12269770001506153,0.8586625142098346,0.15691102722873096
86,0.7322685912419914,0.7034606785453567,0.11177346135145705,0.7718934822773246,0.5908586675323241
87,0.005665380743678061,0.3582775468794632,0.7373383076821901,0.8277045703094907,0.6140094627352694
88,0.26443368457187666,0.5103481318892511,0.6025454481812713,0.45954950248289184,0.505656398215471
89,0.8085618464838238,0.0725761862133687,0.22611315681881083,0.7083105062299684,0.22438547727439728
90,0.7553713784093092,0.09283212894241388,0.8989304294785151,0.9183487690541731,0.8449316352815952
91,0.9213196430208948,0.09611254565010108,0.3157697324015478,0.3409498493177546,0.19072169672966288
92,0.41408172486811023,0.3931427578341744,0.9978173827524253,0.9787808672805792,0.9298787646959678
93,0.5663673835869503,0.3422274673532254,0.9337535344964668,0.17683195332407398,0.8343324354280565
94,0.5126264113208792,0.7617807970467086,0.4342104077412319,0.10763323747715292,0.6932823737142089
95,0.5044365913095731,0.8423597641932957,0.6585350585385668,0.4403633902928833,0.6490893802351788
96,0.3852430540609145,0.5876771992069281,0.5393125830313446,0.567758377306761,0.002563365431783926
97,0.9362330790659521,0.22051408629071423,0.887996709572518,0.9690598770646024,0.30668327089745273
98,0.3740068219571301,0.3857880451517277,0.617356066994312,0.617911063724206,0.6234831844658966
99,0.908412886318006,0.05293172944928859,0.594372639246108,0.7033044260433778,0.3556220877873021
100,0.5373749683742198,0.29823110789361384,0.243634662682793,0.36061887112433877,0.04204026275960826
101,0.24155312357617198,0.5856600697908496,0.6759442425872755,0.2392758020242497,0.02740829847162607
102,0.6268666097528713,0.5684026000249983,0.875473431131374,0.3497176090731424,0.2594692348940182
103,0.2626535877480788,0.8244941025349972,0.641061744227898,0.5698324759133891,0.501813243919736
